strategy,query,question_type,precision_at_k,recall_at_k,k,retrieval_latency_ms,generation_latency_ms,total_latency_ms,answer_length_chars,answer_length_words
dense,What does JWT stand for and what does a JWT token look like?,factual,0.3333333333333333,1.0,3,120.21939997794107,121585.73429996613,121705.95369994408,220,13
dense,"If I store a JWT token, is the information inside it encrypted?",conceptual,0.3333333333333333,1.0,3,113.94640000071377,14711.86379995197,14825.810199952684,434,69
dense,What Python package do I need to install to generate and verify JWT tokens?,procedural,0.0,0.0,3,145.0296999537386,108874.30910003604,109019.33879998978,96,14
dense,What is password hashing and why should I use it?,conceptual,0.3333333333333333,0.5,3,115.9025999950245,118873.51090001175,118989.41350000678,467,69
dense,"What Python package does FastAPI recommend for password hashing, and what is the recommended algorithm?",factual,0.0,0.0,3,121.17280001984909,118357.575299975,118478.74809999485,472,66
dense,How do I generate a secure random secret key for signing JWT tokens?,procedural,0.0,0.0,3,120.77189999399707,139047.84219997237,139168.61409996636,1062,170
dense,Why does the authenticate_user function run verify_password against a dummy hash when the username doesn't exist in the database?,conceptual,0.3333333333333333,0.5,3,112.02120000962168,109059.31089998921,109171.33209999884,63,9
dense,What is the 'sub' key in a JWT token used for?,factual,0.3333333333333333,1.0,3,111.4289999823086,115660.84299999056,115772.27199997287,401,64
dense,Does FastAPI force me to use a specific database?,factual,0.3333333333333333,1.0,3,112.99520003376529,79717.64899999835,79830.64420003211,149,26
dense,What is SQLModel and why would I use it with FastAPI?,factual,0.3333333333333333,1.0,3,110.83140003029257,52480.35029997118,52591.18170000147,443,69
dense,How do I install SQLModel?,procedural,0.3333333333333333,1.0,3,136.19809999363497,75313.38469998445,75449.58279997809,104,16
dense,What is the difference between a table model and a data model in SQLModel?,conceptual,0.0,0.0,3,112.53260000376031,55938.28410003334,56050.8167000371,677,97
dense,Why should I use separate models for creating data and returning data in my API?,conceptual,0.3333333333333333,1.0,3,107.6362999738194,122217.0366999926,122324.67299996642,447,63
dense,"What is the purpose of a Session in SQLModel, and how should I manage it per request?",procedural,0.3333333333333333,0.5,3,125.00270002055913,84519.65360000031,84644.65630002087,523,77
dense,"What SQL database does the example use, and why?",factual,0.3333333333333333,1.0,3,103.51069999160245,46559.88979997346,46663.400499965064,259,39
dense,"How do I update only the fields that a client sends, instead of replacing the entire record?",procedural,0.0,0.0,3,122.80319997807965,105841.67860000161,105964.4817999797,420,58
dense,What is a middleware in FastAPI?,conceptual,0.3333333333333333,1.0,3,109.5600999542512,56465.27729998343,56574.83739993768,180,27
dense,How do I create a middleware in FastAPI?,procedural,0.0,0.0,3,98.21830003056675,53756.79690000834,53855.015200038906,675,80
dense,When do dependencies with yield and background tasks run compared to middleware?,factual,0.3333333333333333,1.0,3,104.85900001367554,64513.323199993465,64618.18220000714,490,71
dense,How can I add a custom header to measure request processing time?,procedural,0.3333333333333333,0.5,3,102.35269996337593,90900.89180000359,91003.24449996697,1208,162
dense,"If I add multiple middlewares, what order do they execute in?",conceptual,0.3333333333333333,1.0,3,101.8910999991931,93784.42350000842,93886.31460000761,158,27
dense,"If I want browser clients to see my custom header, what do I need to configure?",procedural,0.0,0.0,3,122.46280000545084,81689.70380001701,81812.16660002246,1296,175
dense,When should I use async def vs normal def for my path operation functions?,procedural,0.3333333333333333,1.0,3,2038.142399978824,125631.53780001448,127669.68019999331,688,109
dense,Can I mix def and async def in my path operation functions?,factual,0.3333333333333333,1.0,3,111.90509999869391,5355.393700010609,5467.298800009303,110,18
dense,What does asynchronous code mean?,conceptual,0.3333333333333333,0.5,3,138.27669998863712,117100.37299996475,117238.64969995338,449,67
dense,What is a coroutine?,factual,0.0,0.0,3,97.10449998965487,87214.3333000131,87311.43780000275,483,77
dense,"If I declare a path operation function with normal def instead of async def, how does FastAPI run it?",conceptual,0.0,0.0,3,102.39479999290779,93772.80460001202,93875.19940000493,259,42
dense,What is AnyIO and how does FastAPI use it?,factual,0.0,0.0,3,101.87820001738146,43505.54810004542,43607.4263000628,54,10
dense,Why is FastAPI a good match for Machine Learning web APIs?,conceptual,0.0,0.0,3,95.60030000284314,82173.86649997206,82269.4667999749,1045,154
hybrid,What is the most popular Python framework that is used to build systems like Instagram?,factual,0.3333333333333333,1.0,3,4974.783000012394,104425.85669999244,109400.63970000483,6,1
hybrid,"Who created Django REST Framework, Starlette, and Uvicorn?",factual,0.3333333333333333,1.0,3,6322.472000028938,105214.09540000604,111536.56740003498,264,42
hybrid,What are the two web user interfaces for API documentation that FastAPI integrates based on the OpenAPI standard?,factual,0.0,0.0,3,6502.7551999664865,138325.51719999174,144828.27239995822,21,4
hybrid,What status code range should I use for errors caused by the client?,factual,0.3333333333333333,1.0,3,6017.896299948916,97925.61889998615,103943.51519993506,32,7
hybrid,Can I add custom headers to an HTTP error response?,factual,0.3333333333333333,1.0,3,6632.641699980013,176956.94360003108,183589.5853000111,511,57
hybrid,How do I create a custom exception handler for my own exception type?,procedural,0.0,0.0,3,6563.427300017793,157295.70670000976,163859.13400002755,575,66
hybrid,What exception does FastAPI raise internally when a request contains invalid data?,factual,0.3333333333333333,0.5,3,4595.990300003905,77198.00269999541,81793.99299999932,104,12
hybrid,What is the difference between FastAPI's HTTPException and Starlette's HTTPException?,conceptual,0.3333333333333333,1.0,3,4570.99619996734,107636.73959998414,112207.73579995148,372,51
hybrid,"When I register an exception handler, should I register it for FastAPI's HTTPException or Starlette's HTTPException?",procedural,0.3333333333333333,1.0,3,6820.370399975218,122713.46270001959,129533.83309999481,400,57
hybrid,Does the RequestValidationError contain the invalid data that the client sent?,factual,0.3333333333333333,0.5,3,6346.65830002632,136389.31579998462,142735.97410001094,99,14
hybrid,What is the main job of a data serialization library like Marshmallow in an API?,conceptual,0.3333333333333333,1.0,3,5190.0503000069875,110357.83970000921,115547.8900000162,113,15
hybrid,"Which framework inspired FastAPI to get crazy performance, and why?",conceptual,0.3333333333333333,1.0,3,4596.120100002736,117739.22519999905,122335.34530000179,372,49
hybrid,What is the recommended server to run a FastAPI application?,factual,0.0,0.0,3,4547.588999994332,94745.2891000139,99292.87810000824,8,1
hybrid,What basic features does Starlette provide that FastAPI builds on top of?,factual,0.3333333333333333,0.5,3,4436.125399981393,84057.1265000035,88493.2518999849,284,37
hybrid,How do I run the live server for my FastAPI app?,procedural,0.0,0.0,3,4750.590499985265,114720.26349999942,119470.85399998468,236,33
hybrid,"After I start the server, what URL should I open in my browser to see the JSON response?",procedural,0.0,0.0,3,4413.524200004758,54958.94949999638,59372.47370000114,54,10
hybrid,Where can I find the automatic interactive API documentation provided by Swagger UI?,procedural,0.0,0.0,3,4649.831100017764,75239.33750001015,79889.16860002792,26,1
hybrid,What is OpenAPI?,conceptual,0.3333333333333333,0.5,3,4547.6300999871455,102006.99999998324,106554.63009997038,1466,214
hybrid,Does FastAPI automatically generate a raw JSON schema of my API?,factual,0.3333333333333333,1.0,3,4598.209199990379,88999.11910001538,93597.32830000576,367,53
hybrid,"What are the steps to create a basic FastAPI application, from importing to deploying?",procedural,0.3333333333333333,0.25,3,4615.761099994415,142616.859199974,147232.6202999684,988,147
hybrid,Can I use a normal function instead of an 'async def' function for my path operation?,factual,0.0,0.0,3,4761.238499981118,92089.02889999445,96850.26739997556,292,44
hybrid,How does FastAPI know if a function parameter is a query parameter and not a path parameter?,conceptual,0.3333333333333333,1.0,3,4542.5669999967795,107161.99730001972,111704.5643000165,405,62
hybrid,What are query parameters in a URL? Can you give me an example?,factual,0.3333333333333333,1.0,3,4570.859100000234,117520.7187999913,122091.57789999153,243,33
hybrid,"If I declare a query parameter with a default value, is it required or optional?",factual,0.6666666666666666,1.0,3,4903.041999990819,121194.47429999127,126097.51629998209,402,63
hybrid,How do I make a query parameter optional?,procedural,0.3333333333333333,1.0,3,4523.10099999886,109888.64309998462,114411.74409998348,72,14
hybrid,Can FastAPI automatically convert query parameter values from strings to other types like integers or booleans?,factual,0.3333333333333333,1.0,3,4705.762499972479,84689.57439999213,89395.3368999646,182,26
hybrid,What values can I pass in the URL to make a boolean query parameter become True?,procedural,0.6666666666666666,1.0,3,4808.056999987457,113383.75149999047,118191.80849997792,129,22
hybrid,How do I make a query parameter required (not optional)?,procedural,0.3333333333333333,1.0,3,4607.965800008969,119795.78319998109,124403.74899999006,359,65
hybrid,What happens if I don't provide a required query parameter in the URL?,factual,0.3333333333333333,1.0,3,6395.012599998154,108828.12590000685,115223.138500005,79,14
hybrid,What is a request body? When do I need to send one?,conceptual,0.3333333333333333,1.0,3,4501.260700024432,103107.12270002114,107608.38340004557,338,57
bm25,Can I send a body with a GET request?,factual,0.3333333333333333,1.0,3,159.65719998348504,166552.09390001255,166711.75109999604,54,10
bm25,How do I create a data model for a request body in FastAPI?,procedural,0.3333333333333333,1.0,3,199.8660000099335,90119.79419999989,90319.66020000982,394,64
bm25,"If I set a model attribute's default value to None, is it required or optional?",factual,0.0,0.0,3,54.75379998097196,171778.10840000166,171832.86219998263,1367,210
bm25,What happens if the client sends invalid data in the request body?,factual,0.0,0.0,3,57.71609998191707,138207.86519997637,138265.58129995828,590,87
bm25,Can I declare path parameters and a request body in the same path operation?,factual,0.6666666666666666,1.0,3,189.49240000802092,106654.39909999259,106843.89150000061,162,26
bm25,"How does FastAPI know whether a function parameter is a path parameter, a query parameter, or a request body?",conceptual,0.3333333333333333,1.0,3,50.115999998524785,115811.07839997276,115861.19439997128,411,66
bm25,Do I have to use Pydantic models for request bodies?,factual,0.0,0.0,3,49.570800008950755,140775.1679000212,140824.73870003014,1135,169
bm25,What is the difference between using a return type annotation and using the response_model parameter?,conceptual,0.3333333333333333,0.5,3,126.75039999885485,115160.90259997873,115287.65299997758,456,69
bm25,"If I declare both a return type and a response_model, which one does FastAPI use?",factual,0.3333333333333333,1.0,3,53.89759998070076,128611.98360001436,128665.88119999506,386,60
bm25,I want to create a user but I don't want to send back the plaintext password in the response. How can I do that?,procedural,0.3333333333333333,0.5,3,58.9353000104893,129837.29009999661,129896.2254000071,516,77
bm25,How can I omit default values from my response JSON if they weren't actually stored?,procedural,0.3333333333333333,1.0,3,45.352799992542714,112654.85229998012,112700.20509997266,477,64
bm25,"If a field has the same value as its default but was explicitly set by the user, will FastAPI include it in the response when I use response_model_exclude_unset=True?",factual,0.3333333333333333,0.5,3,63.35459998808801,131770.19629999995,131833.55089998804,482,72
bm25,What is the recommended way to remove some attributes from the output instead of using response_model_include or response_model_exclude?,conceptual,0.3333333333333333,1.0,3,53.289700008463115,112724.4380999764,112777.72779998486,550,79
bm25,Can I disable the response model generation completely?,factual,0.6666666666666666,1.0,3,54.77669998072088,121817.00239999918,121871.7790999799,172,24
bm25,How do I return a 404 error when an item doesn't exist in my FastAPI application?,procedural,0.3333333333333333,1.0,3,54.059999994933605,145091.47200000007,145145.531999995,820,109
dense,Can I send a body with a GET request?,factual,0.3333333333333333,1.0,3,2900.84129999741,111716.82159998454,114617.66289998195,131,18
dense,How do I create a data model for a request body in FastAPI?,procedural,0.3333333333333333,1.0,3,259.31799999671057,91664.40670000156,91923.72469999827,341,55
dense,"If I set a model attribute's default value to None, is it required or optional?",factual,0.0,0.0,3,219.95009999955073,81278.84610000183,81498.79620000138,361,57
dense,What happens if the client sends invalid data in the request body?,factual,0.0,0.0,3,199.00009999400936,121035.20129999379,121234.2013999878,389,59
dense,Can I declare path parameters and a request body in the same path operation?,factual,0.3333333333333333,0.5,3,210.55430002161302,94341.69750000001,94552.25180002162,211,33
dense,"How does FastAPI know whether a function parameter is a path parameter, a query parameter, or a request body?",conceptual,0.0,0.0,3,250.3687999851536,112921.17690001032,113171.54569999548,667,100
dense,Do I have to use Pydantic models for request bodies?,factual,0.0,0.0,3,196.9299000047613,104663.93179999432,104860.86169999908,262,44
dense,What is the difference between using a return type annotation and using the response_model parameter?,conceptual,0.0,0.0,3,270.4610000073444,128734.61029998725,129005.0712999946,419,61
dense,"If I declare both a return type and a response_model, which one does FastAPI use?",factual,0.0,0.0,3,181.70300000929274,100665.35180000938,100847.05480001867,494,70
dense,I want to create a user but I don't want to send back the plaintext password in the response. How can I do that?,procedural,0.3333333333333333,0.5,3,215.30150002217852,126133.52679999662,126348.8283000188,446,70
dense,How can I omit default values from my response JSON if they weren't actually stored?,procedural,0.0,0.0,3,180.6438000057824,94152.09119999781,94332.7350000036,1204,143
dense,"If a field has the same value as its default but was explicitly set by the user, will FastAPI include it in the response when I use response_model_exclude_unset=True?",factual,0.6666666666666666,1.0,3,204.20449998346157,88523.87489998364,88728.0793999671,472,73
dense,What is the recommended way to remove some attributes from the output instead of using response_model_include or response_model_exclude?,conceptual,0.3333333333333333,1.0,3,196.51989999692887,5458.380500000203,5654.900399997132,75,12
